2.02407E+13,Distance: 27
2.02407E+13,Distance: 27
2.02407E+13,Distance: 18
2.02407E+13,Distance: 18
2.02407E+13,Distance: 24
2.02407E+13,Distance: 18
2.02407E+13,Distance: 28
2.02407E+13,Distance: 19
2.02407E+13,Distance: 18
2.02407E+13,Distance: 18
2.02407E+13,Distance: 36
2.02407E+13,Distance: 28
2.02407E+13,Distance: 28
2.02407E+13,Distance: 31
2.02407E+13,Distance: 31
2.02407E+13,Distance: 28
2.02407E+13,Distance: 27
2.02407E+13,Distance: 29
2.02407E+13,Distance: 27
2.02407E+13,Distance: 29
2.02407E+13,Distance: 29
2.02407E+13,Distance: 29
2.02407E+13,Distance: 28
2.02407E+13,Distance: 796
2.02407E+13,Distance: 39
2.02407E+13,Distance: 29
2.02407E+13,Distance: 29
2.02407E+13,Distance: 23
2.02407E+13,Distance: 27
2.02407E+13,Distance: 27
2.02407E+13,Distance: 27
2.02407E+13,Distance: 29
2.02407E+13,Distance: 33
2.02407E+13,Distance: 35
2.02407E+13,Distance: 29
2.02407E+13,Distance: 29
2.02407E+13,Distance: 15
2.02407E+13,Distance: 15
2.02407E+13,Distance: 15
2.02407E+13,Distance: 15
2.02407E+13,Distance: 15
2.02407E+13,Distance: 15
2.02407E+13,Distance: 15
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 28
2.02407E+13,Distance: 29
2.02407E+13,Distance: 29
2.02407E+13,Distance: 29
2.02407E+13,Distance: 28
2.02407E+13,Distance: 796
2.02407E+13,Distance: 22
2.02407E+13,Distance: 796
2.02407E+13,Distance: 22
2.02407E+13,Distance: 28
2.02407E+13,Distance: 22
2.02407E+13,Distance: 22
2.02407E+13,Distance: 22
2.02407E+13,Distance: 27
2.02407E+13,Distance: 27
2.02407E+13,Distance: 796
2.02407E+13,Distance: 21
2.02407E+13,Distance: 29
2.02407E+13,Distance: 21
2.02407E+13,Distance: 796
2.02407E+13,Distance: 30
2.02407E+13,Distance: 29
2.02407E+13,Distance: 21
2.02407E+13,Distance: 22
2.02407E+13,Distance: 28
2.02407E+13,Distance: 22
2.02407E+13,Distance: 22
2.02407E+13,Distance: 21
2.02407E+13,Distance: 25
2.02407E+13,Distance: 25
2.02407E+13,Distance: 25
2.02407E+13,Distance: 24
2.02407E+13,Distance: 25
2.02407E+13,Distance: 66
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 136
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 137
2.02407E+13,Distance: 796
2.02407E+13,Distance: 137
2.02407E+13,Distance: 63
2.02407E+13,Distance: 137
2.02407E+13,Distance: 137
2.02407E+13,Distance: 137
2.02407E+13,Distance: 796
2.02407E+13,Distance: 138
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 138
2.02407E+13,Distance: 136
2.02407E+13,Distance: 138
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 137
2.02407E+13,Distance: 138
2.02407E+13,Distance: 137
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 136
2.02407E+13,Distance: 136
2.02407E+13,Distance: 136
2.02407E+13,Distance: 63
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 64
2.02407E+13,Distance: 136
2.02407E+13,Distance: 136
2.02407E+13,Distance: 136
2.02407E+13,Distance: 137
2.02407E+13,Distance: 796
2.02407E+13,Distance: 796
2.02407E+13,Distance: 136
2.02407E+13,Distance: 136
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 136
2.02407E+13,Distance: 136
2.02407E+13,Distance: 137
2.02407E+13,Distance: 81
2.02407E+13,Distance: 134
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 134
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 134
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 134
2.02407E+13,Distance: 64
2.02407E+13,Distance: 134
2.02407E+13,Distance: 134
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 65
2.02407E+13,Distance: 65
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 65
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 134
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 64
2.02407E+13,Distance: 134
2.02407E+13,Distance: 135
2.02407E+13,Distance: 63
2.02407E+13,Distance: 63
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 135
2.02407E+13,Distance: 135
2.02407E+13,Distance: 64
2.02407E+13,Distance: 63
